"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"","David Ullstrom","NYI","L","29","1989-04-22","Jönköping","","SWE","SWE","74","195","2008","NYI","4","11","102"
"","David Van Der Gulik","COL","L","35","1983-04-20","Abbotsford","BC","CAN","CAN","70","173","2002","CGY","7","9","206"
"","Davis Drewiske","L.A, MTL","D","33","1984-11-22","Hudson","WI","USA","USA","74","222","-","-","-","-","-"
"","Dennis Seidenberg","BOS","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"","Dennis Wideman","CGY","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
"","Derek Dorsett","CBJ","R","31","1986-12-20","Kindersley","SK","CAN","CAN","72","192","2006","CBJ","7","6","189"
"","Derek Grant","OTT","C","28","1990-04-20","Abbotsford","BC","CAN","CAN","75","215","2008","OTT","4","28","119"
"","Derek Joslin","VAN","D","31","1987-03-17","Richmond Hill","ON","CAN","CAN","73","210","2005","S.J","5","24","149"
"","Derek MacKenzie","CBJ","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","181","1999","ATL","5","2","128"
"","Derek Meech","WPG","D","34","1984-04-21","Winnipeg","MB","CAN","CAN","71","200","2002","DET","7","32","229"
"","Derek Morris","PHX","D","40","1978-08-24","Edmonton","AB","CAN","CAN","72","210","1996","CGY","1","13","13"
"","Derek Roy","DAL, VAN","C","35","1983-05-04","Ottawa","ON","CAN","CAN","69","184","2001","BUF","2","2","32"
"","Derek Smith","CGY","D","33","1984-10-13","Belleville","ON","CAN","CAN","73","197","-","-","-","-","-"
"","Derek Stepan","NYR","C","28","1990-06-18","Hastings","MN","USA","USA","72","196","2008","NYR","2","21","51"
"","Derick Brassard","CBJ, NYR","C","30","1987-09-22","Hull","QC","CAN","CAN","73","204","2006","CBJ","1","6","6"
"","Deryk Engelland","PIT","D","36","1982-04-03","Edmonton","AB","CAN","CAN","74","214","2000","N.J","6","27","194"
"","Devante Smith-Pelly","ANA","R","26","1992-06-14","Scarborough","ON","CAN","CAN","72","223","2010","ANA","2","12","42"
"","Devin Setoguchi","MIN","R","31","1987-01-01","Taber","AB","CAN","CAN","72","205","2005","S.J","1","8","8"
"","Dion Phaneuf","TOR","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","219","2003","CGY","1","9","9"
"","Dmitrij Jaskin","STL","R","25","1993-03-23","Omsk","","RUS","CZE","74","216","2011","STL","2","11","41"
"","Dmitry Kulikov","FLA","D","27","1990-10-29","Lipetsk","","RUS","RUS","73","204","2009","FLA","1","14","14"
"","Dmitry Orlov","WSH","D","27","1991-07-23","Novokuznetsk","","RUS","RUS","71","212","2009","WSH","2","25","55"
"","Dougie Hamilton","BOS","D","25","1993-06-17","Toronto","ON","CAN","CAN","78","210","2011","BOS","1","9","9"
"","Douglas Murray","PIT, S.J","D","38","1980-03-12","Bromma","","SWE","SWE","75","240","1999","S.J","8","26","241"
"","Drayson Bowman","CAR","L","29","1989-03-08","Grand Rapids","MI","USA","USA","73","195","2007","CAR","3","11","72"
"","Drew Doughty","L.A","D","28","1989-12-08","London","ON","CAN","CAN","73","200","2008","L.A","1","2","2"
"","Drew LeBlanc","CHI","C","29","1989-06-29","Duluth","MN","USA","USA","72","194","-","-","-","-","-"
"","Drew Miller","DET","L","34","1984-02-17","Dover","NJ","USA","USA","74","183","2003","ANA","6","19","186"
"","Drew Shore","FLA","C","27","1991-01-29","Denver","CO","USA","USA","75","205","2009","FLA","2","14","44"
"","Drew Stafford","BUF","R","32","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"","Dustin Brown","L.A","R","33","1984-11-04","Ithaca","NY","USA","USA","72","216","2003","L.A","1","13","13"
"","Dustin Byfuglien","WPG","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"","Dustin Jeffrey","PIT","L","30","1988-02-27","Sarnia","ON","CAN","CAN","73","205","2007","PIT","6","20","171"
"","Dustin Penner","L.A","R","35","1982-09-28","Winkler","MB","CAN","CAN","76","247","-","-","-","-","-"
"","Dwight King","L.A","L","29","1989-07-05","Meadow Lake","SK","CAN","CAN","76","229","2007","L.A","4","18","109"
"","Dylan Reese","PIT","D","34","1984-08-29","Pittsburgh","PA","USA","USA","73","205","2003","NYR","7","12","209"
"","Ed Jovanovski","FLA","D","42","1976-06-26","Windsor","ON","CAN","CAN","75","220","1994","FLA","1","1","1"
"","Emerson Etem","ANA","L","26","1992-06-16","Long Beach","CA","USA","USA","73","212","2010","ANA","1","29","29"
"","Eric Belanger","EDM","C","40","1977-12-16","Sherbrooke","QC","CAN","CAN","71","185","1996","L.A","4","16","96"
"","Eric Boulton","NYI","L","42","1976-08-17","Halifax","NS","CAN","CAN","72","227","1994","NYR","9","26","234"
"","Eric Brewer","T.B","D","39","1979-04-17","Vernon","BC","CAN","CAN","76","216","1997","NYI","1","5","5"
"","Eric Fehr","WSH","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","208","2003","WSH","1","18","18"
"","Eric Gelinas","N.J","D","27","1991-05-08","Vanier","ON","CAN","CAN","76","215","2009","N.J","2","24","54"
"","Eric Gryba","OTT","D","30","1988-04-14","Saskatoon","SK","CAN","CAN","76","222","2006","OTT","3","5","68"
"","Eric Nystrom","DAL","L","35","1983-02-14","Syosset","NY","USA","USA","73","200","2002","CGY","1","10","10"
"","Eric Selleck","FLA","L","30","1987-10-20","Brockville","ON","CAN","CAN","74","208","-","-","-","-","-"
"","Eric Staal","CAR","C","33","1984-10-29","Thunder Bay","ON","CAN","CAN","76","209","2003","CAR","1","2","2"
"","Eric Tangradi","PIT, WPG","L","29","1989-02-10","Philadelphia","PA","USA","USA","76","226","2007","ANA","2","12","42"
"","Eric Wellwood","PHI","L","28","1990-03-06","Windsor","ON","CAN","CAN","71","180","2009","PHI","6","21","172"
"","Erik Cole","DAL, MTL","L","39","1978-11-06","Oswego","NY","USA","USA","74","205","1998","CAR","3","13","71"
"","Erik Condra","OTT","R","32","1986-08-06","Trenton","MI","USA","USA","71","188","2006","OTT","7","28","211"
"","Erik Gudbranson","FLA","D","26","1992-01-07","Ottawa","ON","CAN","CAN","77","220","2010","FLA","1","3","3"
"","Erik Gustafsson","PHI","D","29","1988-12-15","Kvissleby","","SWE","SWE","70","180","-","-","-","-","-"
"","Erik Johnson","COL","D","30","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"","Erik Karlsson","OTT","D","28","1990-05-31","Landsbro","","SWE","SWE","72","191","2008","OTT","1","15","15"
"","Evander Kane","WPG","L","27","1991-08-02","Vancouver","BC","CAN","CAN","74","212","2009","ATL","1","4","4"
"","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"","Fedor Tyutin","CBJ","D","35","1983-07-19","Izhevsk","","RUS","RUS","74","221","2001","NYR","2","10","40"
"","Filip Forsberg","NSH","L","24","1994-08-13","Ostervala","","SWE","SWE","73","205","2012","WSH","1","11","11"
"","Filip Kuba","FLA","D","41","1976-12-29","Ostrava","","CZE","CZE","76","225","1995","FLA","8","10","192"
"","Francis Bouillon","MTL","D","42","1975-10-17","New York City","NY","USA","USA","68","194","-","-","-","-","-"
"","Francis Wathier","DAL","L","33","1984-12-07","St. Isidore","ON","CAN","CAN","76","210","2003","DAL","6","18","185"
"","Francois Beauchemin","ANA","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"","Frank Corrado","VAN","D","25","1993-03-26","Toronto","ON","CAN","CAN","72","205","2011","VAN","5","29","150"
"","Frans Nielsen","NYI","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"","Frazer McLaren","S.J, TOR","L","30","1987-10-29","Winnipeg","MB","CAN","CAN","77","230","2007","S.J","7","22","203"
"","Gabriel Bourque","NSH","L","27","1990-09-23","Rimouski","QC","CAN","CAN","70","206","2009","NSH","5","11","132"
"","Gabriel Dumont","MTL","C","27","1990-10-06","Ville Degelis","QC","CAN","CAN","70","190","2009","MTL","5","18","139"
"","Gabriel Landeskog","COL","L","25","1992-11-23","Stockholm","","SWE","SWE","73","215","2011","COL","1","2","2"
"","George Parros","FLA","R","38","1979-12-29","Washington","PA","USA","USA","77","224","1999","L.A","8","7","222"
"","Grant Clitsome","WPG","D","33","1985-04-14","Gloucester","ON","CAN","CAN","71","211","2004","CBJ","9","13","271"
"","Greg Pateryn","MTL","D","28","1990-06-20","Sterling Heights","MI","USA","USA","75","224","2008","TOR","5","7","128"
"","Greg Rallo","FLA","C","37","1981-08-26","Gurnee","IL","USA","USA","72","195","-","-","-","-","-"
"","Greg Zanon","COL","D","38","1980-06-05","Burnaby","BC","CAN","CAN","71","201","2000","OTT","5","26","156"
"","Gregory Campbell","BOS","C","34","1983-12-17","London","ON","CAN","CAN","72","188","2002","FLA","3","4","67"
"","Guillaume Latendresse","OTT","L","31","1987-05-24","Ste-Catherine","QC","CAN","CAN","74","230","2005","MTL","2","15","45"
"","Gustav Nyquist","DET","R","29","1989-09-01","Halmstad","","SWE","SWE","71","184","2008","DET","4","30","121"
"","Hal Gill","NSH","D","43","1975-04-06","Concord","MA","USA","USA","79","243","1993","BOS","8","25","207"
"","Harri Pesonen","N.J","C","30","1988-08-06","Muurame","","FIN","FIN","72","195","-","-","-","-","-"
"","Harry Zolnierczyk","PHI","L","31","1987-09-01","Toronto","ON","CAN","CAN","71","180","-","-","-","-","-"
"","Henrik Sedin","VAN","C","37","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"","Henrik Tallinder","N.J","D","39","1979-01-10","Stockholm","","SWE","SWE","76","209","1997","BUF","2","22","48"
"","Henrik Zetterberg","DET","L","37","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"","Ian Cole","STL","D","29","1989-02-21","Ann Arbor","MI","USA","USA","73","219","2007","STL","1","18","18"
"","Ian White","DET","D","34","1984-06-04","Steinbach","MB","CAN","CAN","70","191","2002","TOR","6","25","191"
"","Ilya Kovalchuk","N.J","R","35","1983-04-15","Tver","","RUS","RUS","75","230","2001","ATL","1","1","1"
"","J.T. Miller","NYR","L","25","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"","Jack Hillen","WSH","D","32","1986-01-24","Minnetonka","MN","USA","USA","70","190","-","-","-","-","-"
"","Jack Johnson","CBJ","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"","Jack Skille","FLA","R","31","1987-05-19","Madison","WI","USA","USA","73","216","2005","CHI","1","7","7"
"","Jacob Josefson","N.J","C","27","1991-03-02","Stockholm","","SWE","SWE","72","196","2009","N.J","1","20","20"
"","Jaden Schwartz","STL","L","26","1992-06-25","Wilcox","SK","CAN","CAN","70","190","2010","STL","1","14","14"
"","Jake Dowell","MIN","C","33","1985-03-04","Eau Claire","WI","USA","USA","72","200","2004","CHI","5","11","140"
"","Jake Gardiner","TOR","D","28","1990-07-04","Minnetonka","MN","USA","USA","74","200","2008","ANA","1","17","17"
"","Jake Muzzin","L.A","D","29","1989-02-21","Woodstock","ON","CAN","CAN","75","213","2007","PIT","5","20","141"
"","Jakob Silfverberg","OTT","R","27","1990-10-13","Gävle","","SWE","SWE","74","202","2009","OTT","2","9","39"
"","Jakub Kindl","DET","D","31","1987-02-10","Sumperk","","CZE","CZE","75","199","2005","DET","1","19","19"
"","Jakub Voracek","PHI","R","29","1989-08-15","Kladno","","CZE","CZE","74","214","2007","CBJ","1","7","7"
"","Jamal Mayers","CHI","R","43","1974-10-24","Toronto","ON","CAN","CAN","73","222","1993","STL","4","11","89"
"","James Neal","PIT","L, R","31","1987-09-03","Whitby","ON","CAN","CAN","74","221","2005","DAL","2","3","33"
"","James Sheppard","S.J","C","30","1988-04-25","Halifax","NS","CAN","CAN","73","215","2006","MIN","1","9","9"
"","James van Riemsdyk","TOR","L","29","1989-05-04","Middletown","NJ","USA","USA","75","217","2007","PHI","1","2","2"
"","James Wisniewski","CBJ","D","34","1984-02-21","Canton","MI","USA","USA","71","203","2002","CHI","5","25","156"
"","James Wright","WPG","C","28","1990-03-24","Saskatoon","SK","CAN","CAN","76","210","2008","T.B","4","26","117"
"","Jamie Benn","DAL","L","29","1989-07-18","Victoria","BC","CAN","CAN","74","209","2007","DAL","5","8","129"
"","Jamie Langenbrunner","STL","R","43","1975-07-24","Cloquet","MN","USA","USA","73","205","1993","DAL","2","9","35"
"","Jamie McBain","CAR","D","30","1988-02-25","Edina","MN","USA","USA","73","180","2006","CAR","2","33","63"
"","Jamie McGinn","COL","L","30","1988-08-05","Fergus","ON","CAN","CAN","73","205","2006","S.J","2","6","36"
"","Jamie Oleksiak","DAL","D","25","1992-12-21","Toronto","ON","CAN","CAN","79","255","2011","DAL","1","14","14"
"","Jamie Tardif","BOS","R","33","1985-01-23","Welland","ON","CAN","CAN","72","199","2003","CGY","4","11","112"
"","Jan Hejda","COL","D","40","1978-06-18","Prague","","CZE","CZE","76","230","2003","BUF","4","5","106"
"","Jan Mursak","DET","L","30","1988-01-20","Maribor","","SVN","SVN","71","190","2006","DET","6","29","182"
"","Jannik Hansen","VAN","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"","Jared Boll","CBJ","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"","Jared Cowen","OTT","D","27","1991-01-25","Saskatoon","SK","CAN","CAN","77","238","2009","OTT","1","9","9"
"","Jared Spurgeon","MIN","D","28","1989-11-29","Edmonton","AB","CAN","CAN","69","168","2008","NYI","6","5","156"
"","Jared Staal","CAR","R","28","1990-08-21","Thunder Bay","ON","CAN","CAN","76","210","2008","PHX","2","19","49"
"","Jarome Iginla","CGY, PIT","R","41","1977-07-01","Edmonton","AB","CAN","CAN","73","210","1995","DAL","1","11","11"
"","Jaromir Jagr","BOS, DAL","R","46","1972-02-15","Kladno","","CZE","CZE","75","230","1990","PIT","1","5","5"
"","Jarred Tinordi","MTL","D","26","1992-02-20","Burnsville","MN","USA","USA","78","230","2010","MTL","1","22","22"
"","Jarret Stoll","L.A","C","36","1982-06-24","Melville","SK","CAN","CAN","73","216","2002","EDM","2","6","36"
"","Jason Akeson","PHI","R","28","1990-06-03","Ottawa","ON","CAN","CAN","70","185","-","-","-","-","-"
"","Jason Chimera","WSH","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"","Jason Demers","S.J","D","30","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"","Jason Garrison","VAN","D","33","1984-11-13","White Rock","BC","CAN","CAN","73","218","-","-","-","-","-"
"","Jason Pominville","BUF, MIN","R","35","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"","Jason Spezza","OTT","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","214","2001","OTT","1","2","2"
"","Jason Zucker","MIN","L","26","1992-01-16","Newport Beach","CA","USA","USA","71","187","2010","MIN","2","29","59"
"","Jay Beagle","WSH","C","32","1985-10-16","Calgary","AB","CAN","CAN","75","218","-","-","-","-","-"
"","Jay Bouwmeester","CGY, STL","D","34","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"","Jay Harrison","CAR","D","35","1982-11-03","Oshawa","ON","CAN","CAN","76","222","2001","TOR","3","19","82"
"","Jay McClement","TOR","C","35","1983-03-02","Kingston","ON","CAN","CAN","73","205","2001","STL","2","27","57"
"","Jay Pandolfo","BOS","L","43","1974-12-27","Winchester","MA","USA","USA","73","190","1993","N.J","2","6","32"
"","Jay Rosehill","PHI","L","33","1985-07-16","Olds","AB","CAN","CAN","75","215","2003","T.B","7","30","227"
"","Jean-Gabriel Pageau","OTT","C","25","1992-11-11","Ottawa","ON","CAN","CAN","70","180","2011","OTT","4","5","96"
"","Jeff Carter","L.A","C","33","1985-01-01","London","ON","CAN","CAN","75","217","2003","PHI","1","11","11"
"","Jeff Halpern","MTL, NYR","C","42","1976-05-03","Washington","DC","USA","USA","72","190","-","-","-","-","-"
"","Jeff Petry","EDM","D","30","1987-12-09","Ann Arbor","MI","USA","USA","75","208","2006","EDM","2","15","45"
"","Jeff Schultz","WSH","D","32","1986-02-25","Calgary","AB","CAN","CAN","78","225","2004","WSH","1","27","27"
"","Jeff Skinner","CAR","L","26","1992-05-16","Toronto","ON","CAN","CAN","71","200","2010","CAR","1","7","7"
"","Jeremy Morin","CHI","L","27","1991-04-16","Auburn","NY","USA","USA","73","195","2009","ATL","2","15","45"
"","Jeremy Welsh","CAR","C","30","1988-04-30","Bayfield","ON","CAN","CAN","75","210","-","-","-","-","-"
"","Jerred Smithson","EDM, FLA","C","39","1979-02-04","Vernon","BC","CAN","CAN","75","209","-","-","-","-","-"
"","Jesse Joensuu","NYI","L","30","1987-10-05","Pori","","FIN","FIN","76","213","2006","NYI","2","30","60"
"","Jim O'Brien","OTT","C","29","1989-01-29","Maplewood","MN","USA","USA","75","195","2007","OTT","1","29","29"
"","Jim Slater","WPG","C","35","1982-12-09","Lapeer","MI","USA","USA","72","195","2002","ATL","1","30","30"
"","Jimmy Hayes","CHI","R","28","1989-11-21","Dorchester","MA","USA","USA","77","215","2008","TOR","2","30","60"
"","Jiri Hudler","CGY","R","34","1984-01-04","Olomouc","","CZE","CZE","70","190","2002","DET","2","28","58"
"","Jiri Tlusty","CAR","L","30","1988-03-16","Slany","","CZE","CZE","72","205","2006","TOR","1","13","13"
"","Joakim Andersson","DET","C","29","1989-02-05","Munkedal","","SWE","SWE","74","211","2007","DET","3","27","88"
"","Jochen Hecht","BUF","C","41","1977-06-21","Mannheim","","DEU","DEU","73","198","1995","STL","2","23","49"
"","Jody Shelley","PHI","L","42","1976-02-07","Thompson","MB","CAN","CAN","75","230","-","-","-","-","-"
"","Joe Colborne","TOR","C","28","1990-01-30","Calgary","AB","CAN","CAN","77","221","2008","BOS","1","16","16"
"","Joe Corvo","CAR","D","41","1977-06-20","Oak Park","IL","USA","USA","72","204","1997","L.A","4","3","83"
"","Joe Finley","NYI","D","31","1987-06-29","Edina","MN","USA","USA","80","245","2005","WSH","1","27","27"
"","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","195","2003","S.J","7","8","205"
"","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"","Joe Vitale","PIT","C","33","1985-08-20","St. Louis","MO","USA","USA","71","205","2005","PIT","7","1","195"
"","Joel Ward","WSH","R","37","1980-12-02","North York","ON","CAN","CAN","73","225","-","-","-","-","-"
"","Joey Crabb","WSH","R","35","1983-04-03","Anchorage","AK","USA","USA","73","190","2002","NYR","7","29","226"
"","Joffrey Lupul","TOR","L","34","1983-09-23","Fort Saskatchewan","AB","CAN","CAN","73","206","2002","ANA","1","7","7"
"","Johan Franzen","DET","R","38","1979-12-23","Vetlanda","","SWE","SWE","76","232","2004","DET","3","32","97"
"","Johan Larsson","MIN","C","26","1992-07-25","Lau","","SWE","SWE","71","198","2010","MIN","2","26","56"
"","John Carlson","WSH","D","28","1990-01-10","Natick","MA","USA","USA","75","218","2008","WSH","1","27","27"
"","John Erskine","WSH","D","38","1980-06-26","Kingston","ON","CAN","CAN","76","220","1998","DAL","2","12","39"
"","John Mitchell","COL","C","33","1985-01-22","Oakville","ON","CAN","CAN","73","204","2003","TOR","5","22","158"
"","John Moore","CBJ, NYR","D","27","1990-11-19","Winnetka","IL","USA","USA","74","210","2009","CBJ","1","21","21"
"","John Scott","BUF","L","35","1982-09-26","Edmonton","AB","CAN","CAN","80","260","-","-","-","-","-"
"","John Tavares","NYI","C","27","1990-09-20","Mississauga","ON","CAN","CAN","73","208","2009","NYI","1","1","1"
"","John-Michael Liles","TOR","D","37","1980-11-25","Indianapolis","IN","USA","USA","70","185","2000","COL","5","29","159"
"","Johnny Boychuk","BOS","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"","Johnny Oduya","CHI","D","36","1981-10-01","Stockholm","","SWE","SWE","72","195","2001","WSH","7","25","221"
"","Jonas Brodin","MIN","D","25","1993-07-12","Karlstad","","SWE","SWE","73","194","2011","MIN","1","10","10"
"","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"","Jonathan Huberdeau","FLA","L","25","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","188","2011","FLA","1","3","3"
"","Jonathan Marchessault","CBJ","C","27","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","174","-","-","-","-","-"
"","Jonathan Rheault","FLA","R","32","1986-08-01","Arlington","TX","USA","USA","70","202","2006","PHI","5","22","145"
"","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"","Jonathon Blum","NSH","D","29","1989-01-30","Long Beach","CA","USA","USA","73","188","2007","NSH","1","23","23"
"","Joni Pitkanen","CAR","D","35","1983-09-19","Oulu","","FIN","FIN","75","220","2002","PHI","1","4","4"
"","Joonas Rask","NSH","C","28","1990-03-24","Savonlinna","","FIN","FIN","71","168","2010","NSH","7","18","198"
"","Jordan Caron","BOS","R","27","1990-11-02","Sayabec","QC","CAN","CAN","75","204","2009","BOS","1","25","25"
"","Jordan Eberle","EDM","C, R","28","1990-05-15","Regina","SK","CAN","CAN","71","187","2008","EDM","1","22","22"
"","Jordan Hendry","ANA","D","34","1984-02-23","Lanigan","SK","CAN","CAN","72","194","-","-","-","-","-"
"","Jordan Leopold","BUF, STL","D","38","1980-08-03","Golden Valley","MN","USA","USA","73","206","1999","ANA","2","16","44"
"","Jordan Nolan","L.A","C","29","1989-06-23","Garden River, First Nations","ON","CAN","CAN","75","219","2009","L.A","7","5","186"
"","Jordan Schroeder","VAN","C","27","1990-09-29","Lakeville","MN","USA","USA","69","170","2009","VAN","1","22","22"
"","Jordan Staal","CAR","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"","Jordie Benn","DAL","D","31","1987-07-26","Victoria","BC","CAN","CAN","74","198","-","-","-","-","-"
"","Jordin Tootoo","DET","R","35","1983-02-02","Churchill","MB","CAN","CAN","69","195","2001","NSH","4","2","98"
"","Josh Bailey","NYI","R","28","1989-10-02","Bowmanville","ON","CAN","CAN","73","203","2008","NYI","1","9","9"
"","Josh Gorges","MTL","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"","JT Wyman","T.B","R","32","1986-02-27","Edina","MN","USA","USA","74","209","2004","MTL","4","2","100"
"","Jussi Jokinen","CAR, PIT","L","35","1983-04-01","Kalajoki","","FIN","FIN","72","191","2001","DAL","6","27","192"
"","Justin Abdelkader","DET","L","31","1987-02-25","Muskegon","MI","USA","USA","74","214","2005","DET","2","12","42"
"","Justin Braun","S.J","D","31","1987-02-10","Minneapolis","MN","USA","USA","74","205","2007","S.J","7","20","201"
"","Justin Falk","MIN","D","29","1988-10-11","Snowflake","MB","CAN","CAN","77","223","2007","MIN","4","19","110"
"","Justin Faulk","CAR","D","26","1992-03-20","South St.Paul","MN","USA","USA","72","215","2010","CAR","2","7","37"
"","Justin Schultz","EDM","D","28","1990-07-06","Kelowna","BC","CAN","CAN","74","193","2008","ANA","2","13","43"
"","Justin Williams","L.A","R","36","1981-10-04","Cobourg","ON","CAN","CAN","73","188","2000","PHI","1","28","28"
"","Karl Alzner","WSH","D","29","1988-09-24","Burnaby","BC","CAN","CAN","75","217","2007","WSH","1","5","5"
"","Kaspars Daugavins","BOS, OTT","L","30","1988-05-18","Riga","","LVA","LVA","72","213","2006","OTT","3","28","91"
"","Keaton Ellerby","FLA, L.A","D","29","1988-11-05","Strathmore","AB","CAN","CAN","77","220","2007","FLA","1","10","10"
"","Keith Aucoin","NYI","C","39","1978-11-06","Waltham","MA","USA","USA","68","171","-","-","-","-","-"
"","Keith Aulie","T.B","D","29","1989-06-11","Rouleau","SK","CAN","CAN","78","222","2007","CGY","4","25","116"
"","Keith Ballard","VAN","D","35","1982-11-26","Baudette","MN","USA","USA","71","204","2002","BUF","1","11","11"
"","Keith Yandle","PHX","D","32","1986-09-09","Boston","MA","USA","USA","73","196","2005","PHX","4","14","105"
"","Kent Huskins","DET, PHI","D","39","1979-05-04","Almonte","ON","CAN","CAN","76","210","1998","CHI","6","11","156"
"","Kevin Bieksa","VAN","D","37","1981-06-16","Grimsby","ON","CAN","CAN","73","197","2001","VAN","5","20","151"
"","Kevin Henderson","NSH","L","31","1986-12-03","Toronto","ON","CAN","CAN","75","210","-","-","-","-","-"
"","Kevin Klein","NSH","D","33","1984-12-13","Kitchener","ON","CAN","CAN","73","206","2003","NSH","2","7","37"
"","Kevin Porter","BUF","C","32","1986-03-12","Detroit","MI","USA","USA","72","190","2004","PHX","4","21","119"
"","Kevin Shattenkirk","STL","D","29","1989-01-29","New Rochelle","NY","USA","USA","72","200","2007","COL","1","14","14"
"","Kevin Westgarth","CAR","R","34","1984-02-07","Amherstburg","ON","CAN","CAN","76","234","-","-","-","-","-"
"","Kimmo Timonen","PHI","D","43","1975-03-18","Kuopio","","FIN","FIN","70","194","1993","L.A","10","16","250"
"","Korbinian Holzer","TOR","D","30","1988-02-16","Munich","","DEU","DEU","75","214","2006","TOR","4","18","111"
"","Kris Letang","PIT","D","31","1987-04-24","Montreal","QC","CAN","CAN","72","201","2005","PIT","3","1","62"
"","Kris Newbury","NYR","C","36","1982-02-19","Brampton","ON","CAN","CAN","71","205","2002","S.J","5","8","139"
"","Kris Russell","STL","D","31","1987-05-02","Caroline","AB","CAN","CAN","70","173","2005","CBJ","3","6","67"
"","Kris Versteeg","FLA","R","32","1986-05-13","Lethbridge","AB","CAN","CAN","71","176","2004","BOS","5","5","134"
"","Krys Barch","N.J","R","38","1980-03-26","Hamilton","ON","CAN","CAN","74","225","1998","WSH","4","20","106"
"","Kurtis Foster","PHI","D","36","1981-11-24","Carp","ON","CAN","CAN","77","225","2000","CGY","2","10","40"
"","Kyle Brodziak","MIN","C","34","1984-05-25","St. Paul","AB","CAN","CAN","74","209","2003","EDM","7","17","214"
"","Kyle Chipchura","PHX","C","32","1986-02-19","Westlock","AB","CAN","CAN","74","203","2004","MTL","1","18","18"
"","Kyle Clifford","L.A","L","27","1991-01-13","Ayr","ON","CAN","CAN","74","211","2009","L.A","2","5","35"
"","Kyle Okposo","NYI","R","30","1988-04-16","St. Paul","MN","USA","USA","72","220","2006","NYI","1","7","7"
"","Kyle Palmieri","ANA","R","27","1991-02-01","Smithtown","NY","USA","USA","71","185","2009","ANA","1","26","26"
"","Kyle Quincey","DET","D","33","1985-08-12","Kitchener","ON","CAN","CAN","74","210","2003","DET","4","31","132"
"","Kyle Turris","OTT","C","29","1989-08-14","New Westminster","BC","CAN","CAN","73","190","2007","PHX","1","3","3"
"","Kyle Wellwood","WPG","C","35","1983-05-16","Windsor","ON","CAN","CAN","70","181","2001","TOR","5","3","134"
"","Ladislav Smid","EDM","D","32","1986-02-01","Frydlant","","CZE","CZE","76","210","2004","ANA","1","9","9"
"","Lane MacDermid","BOS, DAL","L","29","1989-08-25","Hartford","CT","USA","USA","75","215","2009","BOS","4","21","112"
"","Lars Eller","MTL","C","29","1989-05-08","Rodovre","","DNK","DNK","74","207","2007","STL","1","13","13"
