"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"","David Hale","OTT","D","37","1981-06-18","Colorado Springs","CO","USA","USA","73","222","2000","N.J","1","22","22"
"","David Jones","COL","R","34","1984-08-10","Guelph","ON","CAN","CAN","75","208","2003","COL","9","27","288"
"","David Koci","COL","L","37","1981-05-12","Prague","","CZE","CZE","78","238","2000","PIT","5","16","146"
"","David Krejci","BOS","C","32","1986-04-28","Sternberk","","CZE","CZE","72","188","2004","BOS","2","33","63"
"","David Legwand","NSH","C","38","1980-08-17","Detroit","MI","USA","USA","74","207","1998","NSH","1","2","2"
"","David Liffiton","COL","D","33","1984-10-18","Windsor","ON","CAN","CAN","74","210","2003","COL","2","33","63"
"","David Moss","CGY","R","36","1981-12-28","Livonia","MI","USA","USA","76","210","2001","CGY","7","24","220"
"","David Perron","STL","L","30","1988-05-28","Sherbrooke","QC","CAN","CAN","72","200","2007","STL","1","26","26"
"","David Schlemko","PHX","D","31","1987-05-07","Edmonton","AB","CAN","CAN","73","189","-","-","-","-","-"
"","David Steckel","N.J, WSH","C","36","1982-03-15","Milwaukee","WI","USA","USA","78","215","2001","L.A","1","30","30"
"","David Van Der Gulik","COL","L","35","1983-04-20","Abbotsford","BC","CAN","CAN","70","173","2002","CGY","7","9","206"
"","Davis Drewiske","L.A","D","33","1984-11-22","Hudson","WI","USA","USA","74","222","-","-","-","-","-"
"","Daymond Langkow","CGY","C","41","1976-09-27","Edmonton","AB","CAN","CAN","70","181","1995","T.B","1","5","5"
"","Dennis Seidenberg","BOS","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"","Dennis Wideman","FLA, WSH","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
"","Derek Boogaard","NYR","L","36","1982-06-23","Saskatoon","SK","CAN","CAN","79","265","2001","MIN","7","6","202"
"","Derek Dorsett","CBJ","R","31","1986-12-20","Kindersley","SK","CAN","CAN","72","192","2006","CBJ","7","6","189"
"","Derek Joslin","CAR, S.J","D","31","1987-03-17","Richmond Hill","ON","CAN","CAN","73","210","2005","S.J","5","24","149"
"","Derek MacKenzie","CBJ","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","181","1999","ATL","5","2","128"
"","Derek Morris","PHX","D","40","1978-08-24","Edmonton","AB","CAN","CAN","72","210","1996","CGY","1","13","13"
"","Derek Roy","BUF","C","35","1983-05-04","Ottawa","ON","CAN","CAN","69","184","2001","BUF","2","2","32"
"","Derek Smith","OTT","D","33","1984-10-13","Belleville","ON","CAN","CAN","73","197","-","-","-","-","-"
"","Derek Stepan","NYR","C","28","1990-06-18","Hastings","MN","USA","USA","72","196","2008","NYR","2","21","51"
"","Derick Brassard","CBJ","C","30","1987-09-22","Hull","QC","CAN","CAN","73","204","2006","CBJ","1","6","6"
"","Deryk Engelland","PIT","D","36","1982-04-03","Edmonton","AB","CAN","CAN","74","214","2000","N.J","6","27","194"
"","Devin Setoguchi","S.J","R","31","1987-01-01","Taber","AB","CAN","CAN","72","205","2005","S.J","1","8","8"
"","Dion Phaneuf","TOR","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","219","2003","CGY","1","9","9"
"","DJ King","WSH","L","34","1984-06-27","Meadow Lake","SK","CAN","CAN","75","231","2002","STL","6","24","190"
"","Dmitry Kulikov","FLA","D","27","1990-10-29","Lipetsk","","RUS","RUS","73","204","2009","FLA","1","14","14"
"","Dominic Moore","T.B","C","38","1980-08-03","Thornhill","ON","CAN","CAN","72","192","2000","NYR","3","30","95"
"","Doug Janik","DET","D","38","1980-03-26","Agawam","MA","USA","USA","74","211","1999","BUF","2","27","55"
"","Doug Weight","NYI","C","47","1971-01-21","Detroit","MI","USA","USA","71","202","1990","NYR","2","13","34"
"","Douglas Murray","S.J","D","38","1980-03-12","Bromma","","SWE","SWE","75","240","1999","S.J","8","26","241"
"","Drayson Bowman","CAR","L","29","1989-03-08","Grand Rapids","MI","USA","USA","73","195","2007","CAR","3","11","72"
"","Drew Bagnall","MIN","D","34","1983-10-26","Oakbank","MB","CAN","CAN","75","220","2003","DAL","6","28","195"
"","Drew Doughty","L.A","D","28","1989-12-08","London","ON","CAN","CAN","73","200","2008","L.A","1","2","2"
"","Drew Miller","DET","L","34","1984-02-17","Dover","NJ","USA","USA","74","183","2003","ANA","6","19","186"
"","Drew Stafford","BUF","R","32","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"","Dustin Boyd","MTL","C","32","1986-07-16","Winnipeg","MB","CAN","CAN","72","187","2004","CGY","3","33","98"
"","Dustin Brown","L.A","R","33","1984-11-04","Ithaca","NY","USA","USA","72","216","2003","L.A","1","13","13"
"","Dustin Byfuglien","ATL","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"","Dustin Jeffrey","PIT","L","30","1988-02-27","Sarnia","ON","CAN","CAN","73","205","2007","PIT","6","20","171"
"","Dustin Penner","EDM, L.A","R","35","1982-09-28","Winkler","MB","CAN","CAN","76","247","-","-","-","-","-"
"","Dwight King","L.A","L","29","1989-07-05","Meadow Lake","SK","CAN","CAN","76","229","2007","L.A","4","18","109"
"","Dylan Reese","NYI","D","34","1984-08-29","Pittsburgh","PA","USA","USA","73","205","2003","NYR","7","12","209"
"","Ed Jovanovski","PHX","D","42","1976-06-26","Windsor","ON","CAN","CAN","75","220","1994","FLA","1","1","1"
"","Eric Belanger","PHX","C","40","1977-12-16","Sherbrooke","QC","CAN","CAN","71","185","1996","L.A","4","16","96"
"","Eric Boulton","ATL","L","42","1976-08-17","Halifax","NS","CAN","CAN","72","227","1994","NYR","9","26","234"
"","Eric Brewer","STL, T.B","D","39","1979-04-17","Vernon","BC","CAN","CAN","76","216","1997","NYI","1","5","5"
"","Eric Fehr","WSH","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","208","2003","WSH","1","18","18"
"","Eric Godard","PIT","R","38","1980-03-07","Vernon","BC","CAN","CAN","76","222","-","-","-","-","-"
"","Eric Nystrom","MIN","L","35","1983-02-14","Syosset","NY","USA","USA","73","200","2002","CGY","1","10","10"
"","Eric Staal","CAR","C","33","1984-10-29","Thunder Bay","ON","CAN","CAN","76","209","2003","CAR","1","2","2"
"","Eric Tangradi","PIT","L","29","1989-02-10","Philadelphia","PA","USA","USA","76","226","2007","ANA","2","12","42"
"","Eric Wellwood","PHI","L","28","1990-03-06","Windsor","ON","CAN","CAN","71","180","2009","PHI","6","21","172"
"","Erik Christensen","NYR","C","34","1983-12-17","Edmonton","AB","CAN","CAN","73","200","2002","PIT","3","6","69"
"","Erik Cole","CAR","L","39","1978-11-06","Oswego","NY","USA","USA","74","205","1998","CAR","3","13","71"
"","Erik Condra","OTT","R","32","1986-08-06","Trenton","MI","USA","USA","71","188","2006","OTT","7","28","211"
"","Erik Gustafsson","PHI","D","29","1988-12-15","Kvissleby","","SWE","SWE","70","180","-","-","-","-","-"
"","Erik Johnson","COL, STL","D","30","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"","Erik Karlsson","OTT","D","28","1990-05-31","Landsbro","","SWE","SWE","72","191","2008","OTT","1","15","15"
"","Ethan Moreau","CBJ","L","42","1975-09-22","Huntsville","ON","CAN","CAN","75","223","1994","CHI","1","14","14"
"","Evan Brophey","CHI","C","31","1986-12-03","Kitchener","ON","CAN","CAN","74","199","2005","CHI","3","7","68"
"","Evan Oberg","VAN","D","30","1988-02-16","Forestburg","AB","CAN","CAN","72","191","-","-","-","-","-"
"","Evander Kane","ATL","L","27","1991-08-02","Vancouver","BC","CAN","CAN","74","212","2009","ATL","1","4","4"
"","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"","Evgeny Dadonov","FLA","L","29","1989-03-12","Chelyabinsk","","RUS","RUS","71","185","2007","FLA","3","10","71"
"","Evgeny Grachev","NYR","C","28","1990-02-21","Khabarovsk","","RUS","RUS","76","225","2008","NYR","3","14","75"
"","Fedor Tyutin","CBJ","D","35","1983-07-19","Izhevsk","","RUS","RUS","74","221","2001","NYR","2","10","40"
"","Fernando Pisani","CHI","R","41","1976-12-27","Edmonton","AB","CAN","CAN","73","205","1996","EDM","8","6","195"
"","Filip Kuba","OTT","D","41","1976-12-29","Ostrava","","CZE","CZE","76","225","1995","FLA","8","10","192"
"","Francis Bouillon","NSH","D","42","1975-10-17","New York City","NY","USA","USA","68","194","-","-","-","-","-"
"","Francis Lessard","OTT","R","39","1979-05-30","Montreal","QC","CAN","CAN","74","235","1997","CAR","3","27","80"
"","Francis Wathier","DAL","L","33","1984-12-07","St. Isidore","ON","CAN","CAN","76","210","2003","DAL","6","18","185"
"","Francois Beauchemin","ANA, TOR","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"","Frans Nielsen","NYI","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"","Frazer McLaren","S.J","L","30","1987-10-29","Winnipeg","MB","CAN","CAN","77","230","2007","S.J","7","22","203"
"","Freddy Meyer","ATL","D","37","1981-01-04","Sanbornville","NH","USA","USA","70","185","-","-","-","-","-"
"","Freddy Modin","ATL, CGY","L","43","1974-10-08","Sundsvall","","SWE","SWE","76","220","1994","TOR","3","12","64"
"","Fredrik Sjostrom","TOR","L","35","1983-05-06","Färgelanda","","SWE","SWE","73","218","2001","PHX","1","11","11"
"","Garrett Stafford","PHX","D","38","1980-01-28","Los Angeles","CA","USA","USA","73","207","-","-","-","-","-"
"","George Parros","ANA","R","38","1979-12-29","Washington","PA","USA","USA","77","224","1999","L.A","8","7","222"
"","Gilbert Brule","EDM","C","31","1987-01-01","Edmonton","AB","CAN","CAN","71","187","2005","CBJ","1","6","6"
"","Grant Clitsome","CBJ","D","33","1985-04-14","Gloucester","ON","CAN","CAN","71","211","2004","CBJ","9","13","271"
"","Greg Mauldin","COL","L","36","1982-06-10","Boston","MA","USA","USA","71","195","2002","","7","0","199"
"","Greg Nemisz","CGY","R","28","1990-06-05","Courtice","ON","CAN","CAN","75","197","2008","CGY","1","25","25"
"","Greg Zanon","MIN","D","38","1980-06-05","Burnaby","BC","CAN","CAN","71","201","2000","OTT","5","26","156"
"","Gregory Campbell","BOS","C","34","1983-12-17","London","ON","CAN","CAN","72","188","2002","FLA","3","4","67"
"","Guillaume Desbiens","VAN","R","33","1985-04-20","Alma","QC","CAN","CAN","74","210","2003","ATL","4","15","116"
"","Guillaume Latendresse","MIN","L","31","1987-05-24","Ste-Catherine","QC","CAN","CAN","74","230","2005","MTL","2","15","45"
"","Hal Gill","MTL","D","43","1975-04-06","Concord","MA","USA","USA","79","243","1993","BOS","8","25","207"
"","Henrik Sedin","VAN","C","37","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"","Henrik Tallinder","N.J","D","39","1979-01-10","Stockholm","","SWE","SWE","76","209","1997","BUF","2","22","48"
"","Henrik Zetterberg","DET","L","37","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"","Hugh Jessiman","FLA","R","34","1984-03-28","New York City","NY","USA","USA","78","221","2003","NYR","1","12","12"
"","Ian Cole","STL","D","29","1989-02-21","Ann Arbor","MI","USA","USA","73","219","2007","STL","1","18","18"
"","Ian White","CAR, CGY, S.J","D","34","1984-06-04","Steinbach","MB","CAN","CAN","70","191","2002","TOR","6","25","191"
"","Ilya Kovalchuk","N.J","R","35","1983-04-15","Tver","","RUS","RUS","75","230","2001","ATL","1","1","1"
"","J-P Dumont","NSH","R","40","1978-04-01","Montreal","QC","CAN","CAN","73","205","1996","NYI","1","3","3"
"","Jack Hillen","NYI","D","32","1986-01-24","Minnetonka","MN","USA","USA","70","190","-","-","-","-","-"
"","Jack Johnson","L.A","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"","Jack Skille","CHI, FLA","R","31","1987-05-19","Madison","WI","USA","USA","73","216","2005","CHI","1","7","7"
"","Jacob Josefson","N.J","C","27","1991-03-02","Stockholm","","SWE","SWE","72","196","2009","N.J","1","20","20"
"","Jake Dowell","CHI","C","33","1985-03-04","Eau Claire","WI","USA","USA","72","200","2004","CHI","5","11","140"
"","Jake Muzzin","L.A","D","29","1989-02-21","Woodstock","ON","CAN","CAN","75","213","2007","PIT","5","20","141"
"","Jakub Kindl","DET","D","31","1987-02-10","Sumperk","","CZE","CZE","75","199","2005","DET","1","19","19"
"","Jakub Voracek","CBJ","R","29","1989-08-15","Kladno","","CZE","CZE","74","214","2007","CBJ","1","7","7"
"","Jamal Mayers","S.J","R","43","1974-10-24","Toronto","ON","CAN","CAN","73","222","1993","STL","4","11","89"
"","James Neal","DAL, PIT","L, R","31","1987-09-03","Whitby","ON","CAN","CAN","74","221","2005","DAL","2","3","33"
"","James van Riemsdyk","PHI","L","29","1989-05-04","Middletown","NJ","USA","USA","75","217","2007","PHI","1","2","2"
"","James Wisniewski","MTL, NYI","D","34","1984-02-21","Canton","MI","USA","USA","71","203","2002","CHI","5","25","156"
"","James Wright","T.B","C","28","1990-03-24","Saskatoon","SK","CAN","CAN","76","210","2008","T.B","4","26","117"
"","Jamie Arniel","BOS","C","28","1989-11-16","Kingston","ON","CAN","CAN","71","183","2008","BOS","4","6","97"
"","Jamie Benn","DAL","L","29","1989-07-18","Victoria","BC","CAN","CAN","74","209","2007","DAL","5","8","129"
"","Jamie Doornbosch","NYI","D","28","1990-02-01","Scarborough","ON","CAN","CAN","74","198","-","-","-","-","-"
"","Jamie Langenbrunner","DAL, N.J","R","43","1975-07-24","Cloquet","MN","USA","USA","73","205","1993","DAL","2","9","35"
"","Jamie McBain","CAR","D","30","1988-02-25","Edina","MN","USA","USA","73","180","2006","CAR","2","33","63"
"","Jamie McGinn","S.J","L","30","1988-08-05","Fergus","ON","CAN","CAN","73","205","2006","S.J","2","6","36"
"","Jan Hejda","CBJ","D","40","1978-06-18","Prague","","CZE","CZE","76","230","2003","BUF","4","5","106"
"","Jan Mursak","DET","L","30","1988-01-20","Maribor","","SVN","SVN","71","190","2006","DET","6","29","182"
"","Jannik Hansen","VAN","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"","Jared Boll","CBJ","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"","Jared Spurgeon","MIN","D","28","1989-11-29","Edmonton","AB","CAN","CAN","69","168","2008","NYI","6","5","156"
"","Jarkko Ruutu","ANA, OTT","L","43","1975-08-23","Helsinki","","FIN","FIN","73","204","1998","VAN","3","10","68"
"","Jarome Iginla","CGY","R","41","1977-07-01","Edmonton","AB","CAN","CAN","73","210","1995","DAL","1","11","11"
"","Jaroslav Spacek","MTL","D","44","1974-02-11","Rokycany","","CZE","CZE","72","210","1998","FLA","5","3","117"
"","Jarret Stoll","L.A","C","36","1982-06-24","Melville","SK","CAN","CAN","73","216","2002","EDM","2","6","36"
"","Jason Arnott","N.J, WSH","C","43","1974-10-11","Collingwood","ON","CAN","CAN","77","220","1993","EDM","1","7","7"
"","Jason Blake","ANA","L","45","1973-09-02","Moorhead","MN","USA","USA","70","190","-","-","-","-","-"
"","Jason Chimera","WSH","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"","Jason Demers","S.J","D","30","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"","Jason Garrison","FLA","D","33","1984-11-13","White Rock","BC","CAN","CAN","73","218","-","-","-","-","-"
"","Jason Pominville","BUF","R","35","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"","Jason Spezza","OTT","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","214","2001","OTT","1","2","2"
"","Jason Strudwick","EDM","D","43","1975-07-17","Edmonton","AB","CAN","CAN","76","226","1994","NYI","3","11","63"
"","Jason Williams","DAL","C","38","1980-08-11","London","ON","CAN","CAN","71","192","-","-","-","-","-"
"","Jassen Cullimore","CHI","D","45","1972-12-04","Simcoe","ON","CAN","CAN","77","235","1991","VAN","2","7","29"
"","Jay Beagle","WSH","C","32","1985-10-16","Calgary","AB","CAN","CAN","75","218","-","-","-","-","-"
"","Jay Bouwmeester","CGY","D","34","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"","Jay Harrison","CAR","D","35","1982-11-03","Oshawa","ON","CAN","CAN","76","222","2001","TOR","3","19","82"
"","Jay Leach","N.J","D","39","1979-09-02","Syracuse","NY","USA","USA","77","220","1998","PHX","5","1","115"
"","Jay McClement","COL, STL","C","35","1983-03-02","Kingston","ON","CAN","CAN","73","205","2001","STL","2","27","57"
"","Jay Rosehill","TOR","L","33","1985-07-16","Olds","AB","CAN","CAN","75","215","2003","T.B","7","30","227"
"","Jean-Francois Jacques","EDM","L","33","1985-04-29","Montreal","QC","CAN","CAN","75","231","2003","EDM","2","38","68"
"","Jed Ortmeyer","MIN","R","40","1978-09-03","Omaha","NE","USA","USA","72","200","-","-","-","-","-"
"","Jeff Carter","PHI","C","33","1985-01-01","London","ON","CAN","CAN","75","217","2003","PHI","1","11","11"
"","Jeff Halpern","MTL","C","42","1976-05-03","Washington","DC","USA","USA","72","190","-","-","-","-","-"
"","Jeff Petry","EDM","D","30","1987-12-09","Ann Arbor","MI","USA","USA","75","208","2006","EDM","2","15","45"
"","Jeff Schultz","WSH","D","32","1986-02-25","Calgary","AB","CAN","CAN","78","225","2004","WSH","1","27","27"
"","Jeff Skinner","CAR","L","26","1992-05-16","Toronto","ON","CAN","CAN","71","200","2010","CAR","1","7","7"
"","Jeff Taffe","CHI","L","37","1981-02-19","Hastings","MN","USA","USA","75","207","2000","STL","1","30","30"
"","Jeff Tambellini","VAN","L","34","1984-04-13","Calgary","AB","CAN","CAN","71","186","2003","L.A","1","27","27"
"","Jeff Woywitka","DAL","D","35","1983-09-01","Vermilion","AB","CAN","CAN","75","227","2001","PHI","1","27","27"
"","Jeremy Colliton","NYI","C","33","1985-01-13","Blackie","AB","CAN","CAN","74","214","2003","NYI","2","28","58"
"","Jeremy Morin","CHI","L","27","1991-04-16","Auburn","NY","USA","USA","73","195","2009","ATL","2","15","45"
"","Jeremy Williams","NYR","R","34","1984-01-26","Regina","SK","CAN","CAN","72","191","2003","TOR","7","23","220"
"","Jerome Samson","CAR","R","31","1987-09-04","Greenfield Park","QC","CAN","CAN","72","195","-","-","-","-","-"
"","Jerred Smithson","NSH","C","39","1979-02-04","Vernon","BC","CAN","CAN","75","209","-","-","-","-","-"
"","Jesse Joensuu","NYI","L","30","1987-10-05","Pori","","FIN","FIN","76","213","2006","NYI","2","30","60"
"","Jesse Winchester","OTT","C","34","1983-10-04","Long Sault","ON","CAN","CAN","73","205","-","-","-","-","-"
"","Jim O'Brien","OTT","C","29","1989-01-29","Maplewood","MN","USA","USA","75","195","2007","OTT","1","29","29"
"","Jim Slater","ATL","C","35","1982-12-09","Lapeer","MI","USA","USA","72","195","2002","ATL","1","30","30"
"","Jim Vandermeer","EDM","D","38","1980-02-21","Caroline","AB","CAN","CAN","73","210","-","-","-","-","-"
"","Jiri Hudler","DET","R","34","1984-01-04","Olomouc","","CZE","CZE","70","190","2002","DET","2","28","58"
"","Jiri Tlusty","CAR","L","30","1988-03-16","Slany","","CZE","CZE","72","205","2006","TOR","1","13","13"
"","Jochen Hecht","BUF","C","41","1977-06-21","Mannheim","","DEU","DEU","73","198","1995","STL","2","23","49"
"","Jody Shelley","PHI","L","42","1976-02-07","Thompson","MB","CAN","CAN","75","230","-","-","-","-","-"
"","Joe Callahan","FLA","D","35","1982-12-20","Brockton","MA","USA","USA","75","210","2002","PHX","3","7","70"
"","Joe Colborne","TOR","C","28","1990-01-30","Calgary","AB","CAN","CAN","77","221","2008","BOS","1","16","16"
"","Joe Corvo","CAR","D","41","1977-06-20","Oak Park","IL","USA","USA","72","204","1997","L.A","4","3","83"
"","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","195","2003","S.J","7","8","205"
"","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"","Joe Vitale","PIT","C","33","1985-08-20","St. Louis","MO","USA","USA","71","205","2005","PIT","7","1","195"
"","Joel Perrault","VAN","C","35","1983-04-06","Montreal","QC","CAN","CAN","74","212","2001","ANA","5","6","137"
"","Joel Ward","NSH","R","37","1980-12-02","North York","ON","CAN","CAN","73","225","-","-","-","-","-"
"","Joey Crabb","TOR","R","35","1983-04-03","Anchorage","AK","USA","USA","73","190","2002","NYR","7","29","226"
"","Joffrey Lupul","ANA, TOR","L","34","1983-09-23","Fort Saskatchewan","AB","CAN","CAN","73","206","2002","ANA","1","7","7"
"","Johan Franzen","DET","R","38","1979-12-23","Vetlanda","","SWE","SWE","76","232","2004","DET","3","32","97"
"","Johan Harju","T.B","L","32","1986-05-15","Övertorneå","","SWE","SWE","75","210","2007","T.B","6","16","167"
"","John Carlson","WSH","D","28","1990-01-10","Natick","MA","USA","USA","75","218","2008","WSH","1","27","27"
"","John Erskine","WSH","D","38","1980-06-26","Kingston","ON","CAN","CAN","76","220","1998","DAL","2","12","39"
"","John Madden","MIN","C","45","1973-05-04","Toronto","ON","CAN","CAN","71","190","-","-","-","-","-"
"","John McCarthy","S.J","C","32","1986-08-09","Boston","MA","USA","USA","73","195","2006","S.J","7","19","202"
"","John Mitchell","TOR","C","33","1985-01-22","Oakville","ON","CAN","CAN","73","204","2003","TOR","5","22","158"
"","John Moore","CBJ","D","27","1990-11-19","Winnetka","IL","USA","USA","74","210","2009","CBJ","1","21","21"
"","John Scott","CHI","L","35","1982-09-26","Edmonton","AB","CAN","CAN","80","260","-","-","-","-","-"
"","John Tavares","NYI","C","27","1990-09-20","Mississauga","ON","CAN","CAN","73","208","2009","NYI","1","1","1"
"","John Zeiler","L.A","R","35","1982-11-21","Jefferson Hills","PA","USA","USA","71","204","2002","PHX","5","1","132"
"","John-Michael Liles","COL","D","37","1980-11-25","Indianapolis","IN","USA","USA","70","185","2000","COL","5","29","159"
"","Johnny Boychuk","BOS","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"","Johnny Oduya","ATL","D","36","1981-10-01","Stockholm","","SWE","SWE","72","195","2001","WSH","7","25","221"
"","Jon Matsumoto","CAR","C","31","1986-10-13","Ottawa","ON","CAN","CAN","72","185","2006","PHI","3","16","79"
"","Jon Sim","NYI","L","40","1977-09-29","New glasgow","NS","CAN","CAN","70","189","1996","DAL","3","18","70"
"","Jonas Andersson","VAN","R","37","1981-02-24","Lidingo","","SWE","SWE","75","204","1999","NSH","2","5","33"
"","Jonas Holos","COL","D","31","1987-08-27","Sarpsborg","","NOR","NOR","71","196","2008","","6","19","170"
"","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"","Jonathon Blum","NSH","D","29","1989-01-30","Long Beach","CA","USA","USA","73","188","2007","NSH","1","23","23"
"","Joni Pitkanen","CAR","D","35","1983-09-19","Oulu","","FIN","FIN","75","220","2002","PHI","1","4","4"
"","Jordan Caron","BOS","R","27","1990-11-02","Sayabec","QC","CAN","CAN","75","204","2009","BOS","1","25","25"
"","Jordan Eberle","EDM","R","28","1990-05-15","Regina","SK","CAN","CAN","71","187","2008","EDM","1","22","22"
"","Jordan Hendry","CHI","D","34","1984-02-23","Lanigan","SK","CAN","CAN","72","194","-","-","-","-","-"
"","Jordan Leopold","BUF","D","38","1980-08-03","Golden Valley","MN","USA","USA","73","206","1999","ANA","2","16","44"
"","Jordan Staal","PIT","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"","Jordin Tootoo","NSH","R","35","1983-02-02","Churchill","MB","CAN","CAN","69","195","2001","NSH","4","2","98"
"","Josh Bailey","NYI","R","28","1989-10-02","Bowmanville","ON","CAN","CAN","73","203","2008","NYI","1","9","9"
"","Josh Gorges","MTL","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"","Josh Green","ANA","C","40","1977-11-16","Camrose","AB","CAN","CAN","75","218","1996","L.A","2","4","30"
"","Jussi Jokinen","CAR","L","35","1983-04-01","Kalajoki","","FIN","FIN","72","191","2001","DAL","6","27","192"
"","Justin Abdelkader","DET","L","31","1987-02-25","Muskegon","MI","USA","USA","74","214","2005","DET","2","12","42"
"","Justin Braun","S.J","D","31","1987-02-10","Minneapolis","MN","USA","USA","74","205","2007","S.J","7","20","201"
"","Justin DiBenedetto","NYI","C","30","1988-08-25","Maple","ON","CAN","CAN","72","198","2008","NYI","6","24","175"
"","Justin Falk","MIN","D","29","1988-10-11","Snowflake","MB","CAN","CAN","77","223","2007","MIN","4","19","110"
"","Justin Williams","L.A","R","36","1981-10-04","Cobourg","ON","CAN","CAN","73","188","2000","PHI","1","28","28"
"","Karl Alzner","WSH","D","29","1988-09-24","Burnaby","BC","CAN","CAN","75","217","2007","WSH","1","5","5"
"","Karlis Skrastins","DAL","D","44","1974-07-09","Riga","","LVA","LVA","74","208","1998","NSH","9","2","230"
"","Keaton Ellerby","FLA","D","29","1988-11-05","Strathmore","AB","CAN","CAN","77","220","2007","FLA","1","10","10"
"","Keith Aucoin","WSH","C","39","1978-11-06","Waltham","MA","USA","USA","68","171","-","-","-","-","-"
"","Keith Aulie","TOR","D","29","1989-06-11","Rouleau","SK","CAN","CAN","78","222","2007","CGY","4","25","116"
"","Keith Ballard","VAN","D","35","1982-11-26","Baudette","MN","USA","USA","71","204","2002","BUF","1","11","11"
"","Keith Yandle","PHX","D","32","1986-09-09","Boston","MA","USA","USA","73","196","2005","PHX","4","14","105"
"","Kenndal McArdle","FLA","L","31","1987-01-04","Toronto","ON","CAN","CAN","71","190","2005","FLA","1","20","20"
"","Kent Huskins","S.J","D","39","1979-05-04","Almonte","ON","CAN","CAN","76","210","1998","CHI","6","11","156"
"","Kevin Bieksa","VAN","D","37","1981-06-16","Grimsby","ON","CAN","CAN","73","197","2001","VAN","5","20","151"
"","Kevin Klein","NSH","D","33","1984-12-13","Kitchener","ON","CAN","CAN","73","206","2003","NSH","2","7","37"
"","Kevin Porter","COL","C","32","1986-03-12","Detroit","MI","USA","USA","72","190","2004","PHX","4","21","119"
"","Kevin Shattenkirk","COL, STL","D","29","1989-01-29","New Rochelle","NY","USA","USA","72","200","2007","COL","1","14","14"
"","Kevin Westgarth","L.A","R","34","1984-02-07","Amherstburg","ON","CAN","CAN","76","234","-","-","-","-","-"
"","Kimmo Timonen","PHI","D","43","1975-03-18","Kuopio","","FIN","FIN","70","194","1993","L.A","10","16","250"
"","Korbinian Holzer","TOR","D","30","1988-02-16","Munich","","DEU","DEU","75","214","2006","TOR","4","18","111"
"","Kris Draper","DET","C","47","1971-05-24","Toronto","ON","CAN","CAN","70","188","1989","WIN","3","20","62"
"","Kris Letang","PIT","D","31","1987-04-24","Montreal","QC","CAN","CAN","72","201","2005","PIT","3","1","62"
"","Kris Newbury","NYR","C","36","1982-02-19","Brampton","ON","CAN","CAN","71","205","2002","S.J","5","8","139"
"","Kris Russell","CBJ","D","31","1987-05-02","Caroline","AB","CAN","CAN","70","173","2005","CBJ","3","6","67"
