"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"","David Savard","CBJ","D","27","1990-10-22","St. Hyacinthe","QC","CAN","CAN","74","227","2009","CBJ","4","3","94"
"","David Schlemko","S.J","D","31","1987-05-07","Edmonton","AB","CAN","CAN","73","189","-","-","-","-","-"
"","David Warsofsky","PIT","D","28","1990-05-30","Marshfield","MA","USA","USA","69","170","2008","STL","4","4","95"
"","Denis Gurianov","DAL","R","21","1997-06-07","Togliatti","","RUS","RUS","75","200","2015","DAL","1","12","12"
"","Denis Malgin","FLA","C","21","1997-01-18","Olten","","CHE","CHE","69","177","2015","FLA","4","11","102"
"","Dennis Rasmussen","CHI","C","28","1990-07-03","Vasteras","","SWE","SWE","75","192","-","-","-","-","-"
"","Dennis Seidenberg","NYI","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"","Dennis Wideman","CGY","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
"","Derek Dorsett","VAN","R","31","1986-12-20","Kindersley","SK","CAN","CAN","72","192","2006","CBJ","7","6","189"
"","Derek Forbort","L.A","D","26","1992-03-04","Duluth","MN","USA","USA","76","215","2010","L.A","1","15","15"
"","Derek Grant","BUF, NSH","C","28","1990-04-20","Abbotsford","BC","CAN","CAN","75","215","2008","OTT","4","28","119"
"","Derek MacKenzie","FLA","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","181","1999","ATL","5","2","128"
"","Derek Ryan","CAR","C","31","1986-12-29","Spokane","WA","USA","USA","71","170","-","-","-","-","-"
"","Derek Stepan","NYR","C","28","1990-06-18","Hastings","MN","USA","USA","72","196","2008","NYR","2","21","51"
"","Derick Brassard","OTT","C","30","1987-09-22","Hull","QC","CAN","CAN","73","204","2006","CBJ","1","6","6"
"","Derrick Pouliot","PIT","D","24","1994-01-16","Estevan","SK","CAN","CAN","72","208","2012","PIT","1","8","8"
"","Deryk Engelland","CGY","D","36","1982-04-03","Edmonton","AB","CAN","CAN","74","214","2000","N.J","6","27","194"
"","Devante Smith-Pelly","N.J","R","26","1992-06-14","Scarborough","ON","CAN","CAN","72","223","2010","ANA","2","12","42"
"","Devin Setoguchi","L.A","R","31","1987-01-01","Taber","AB","CAN","CAN","72","205","2005","S.J","1","8","8"
"","Devin Shore","DAL","C","24","1994-07-19","Ajax","ON","CAN","CAN","72","205","2012","DAL","2","31","61"
"","Dillon Simpson","EDM","D","25","1993-02-10","Edmonton","AB","CAN","CAN","74","204","2011","EDM","4","1","92"
"","Dion Phaneuf","OTT","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","219","2003","CGY","1","9","9"
"","Dmitrij Jaskin","STL","R","25","1993-03-23","Omsk","","RUS","CZE","74","216","2011","STL","2","11","41"
"","Dmitry Kulikov","BUF","D","27","1990-10-29","Lipetsk","","RUS","RUS","73","204","2009","FLA","1","14","14"
"","Dmitry Orlov","WSH","D","27","1991-07-23","Novokuznetsk","","RUS","RUS","71","212","2009","WSH","2","25","55"
"","Dominic Moore","BOS","C","38","1980-08-03","Thornhill","ON","CAN","CAN","72","192","2000","NYR","3","30","95"
"","Dominik Simon","PIT","C","24","1994-08-08","Prague","","CZE","CZE","71","176","2015","PIT","5","16","137"
"","Dougie Hamilton","CGY","D","25","1993-06-17","Toronto","ON","CAN","CAN","78","210","2011","BOS","1","9","9"
"","Drake Caggiula","EDM","C, L","24","1994-06-20","Pickering","ON","CAN","CAN","70","185","-","-","-","-","-"
"","Drew Doughty","L.A","D","28","1989-12-08","London","ON","CAN","CAN","73","200","2008","L.A","1","2","2"
"","Drew Miller","DET","L","34","1984-02-17","Dover","NJ","USA","USA","74","183","2003","ANA","6","19","186"
"","Drew Shore","VAN","C","27","1991-01-29","Denver","CO","USA","USA","75","205","2009","FLA","2","14","44"
"","Drew Stafford","BOS, WPG","R","32","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"","Duncan Siemens","COL","D","25","1993-09-07","Edmonton","AB","CAN","CAN","75","210","2011","COL","1","11","11"
"","Dustin Brown","L.A","L, R","33","1984-11-04","Ithaca","NY","USA","USA","72","216","2003","L.A","1","13","13"
"","Dustin Byfuglien","WPG","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"","Dwight King","L.A, MTL","L","29","1989-07-05","Meadow Lake","SK","CAN","CAN","76","229","2007","L.A","4","18","109"
"","Dylan DeMelo","S.J","D","25","1993-05-01","London","ON","CAN","CAN","73","195","2011","S.J","6","28","179"
"","Dylan Larkin","DET","C","22","1996-07-30","Waterford","MI","USA","USA","73","198","2014","DET","1","15","15"
"","Dylan McIlrath","FLA, NYR","D","26","1992-04-20","Winnipeg","MB","CAN","CAN","77","236","2010","NYR","1","10","10"
"","Dylan Strome","ARI","C","21","1997-03-07","Mississauga","ON","CAN","CAN","75","200","2015","ARI","1","3","3"
"","Elias Lindholm","CAR","C","23","1994-12-02","Boden","","SWE","SWE","73","192","2013","CAR","1","5","5"
"","Emerson Etem","ANA","L, R","26","1992-06-16","Long Beach","CA","USA","USA","73","212","2010","ANA","1","29","29"
"","Eric Fehr","PIT, TOR","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","208","2003","WSH","1","18","18"
"","Eric Gelinas","COL","D","27","1991-05-08","Vanier","ON","CAN","CAN","76","215","2009","N.J","2","24","54"
"","Eric Gryba","EDM","D","30","1988-04-14","Saskatoon","SK","CAN","CAN","76","222","2006","OTT","3","5","68"
"","Eric Staal","MIN","C","33","1984-10-29","Thunder Bay","ON","CAN","CAN","76","209","2003","CAR","1","2","2"
"","Erik Burgdoerfer","BUF","D","29","1988-12-11","Abington","PA","USA","USA","73","207","-","-","-","-","-"
"","Erik Condra","T.B","R","32","1986-08-06","Trenton","MI","USA","USA","71","188","2006","OTT","7","28","211"
"","Erik Gudbranson","VAN","D","26","1992-01-07","Ottawa","ON","CAN","CAN","77","220","2010","FLA","1","3","3"
"","Erik Haula","MIN","C, L","27","1991-03-23","Pori","","FIN","FIN","72","193","2009","MIN","7","1","182"
"","Erik Johnson","COL","D","30","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"","Erik Karlsson","OTT","D","28","1990-05-31","Landsbro","","SWE","SWE","72","191","2008","OTT","1","15","15"
"","Esa Lindell","DAL","D","24","1994-05-23","Vantaa","","FIN","FIN","75","213","2012","DAL","3","13","74"
"","Evan McEneny","VAN","D","24","1994-05-22","Hamilton","ON","CAN","CAN","74","203","-","-","-","-","-"
"","Evan Rodrigues","BUF","L","25","1993-07-28","Toronto","ON","CAN","CAN","71","182","-","-","-","-","-"
"","Evander Kane","BUF","L","27","1991-08-02","Vancouver","BC","CAN","CAN","74","212","2009","ATL","1","4","4"
"","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"","Evgeny Kuznetsov","WSH","C","26","1992-05-19","Chelyabinsk","","RUS","RUS","74","204","2010","WSH","1","26","26"
"","Evgeny Svechnikov","DET","R","21","1996-10-31","Yuzhno-Sakhalinsk","","RUS","RUS","75","212","2015","DET","1","19","19"
"","Fedor Tyutin","COL","D","35","1983-07-19","Izhevsk","","RUS","RUS","74","221","2001","NYR","2","10","40"
"","Filip Forsberg","NSH","L","24","1994-08-13","Ostervala","","SWE","SWE","73","205","2012","WSH","1","11","11"
"","Francois Beauchemin","COL","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"","Frank Corrado","PIT, TOR","D","25","1993-03-26","Toronto","ON","CAN","CAN","72","205","2011","VAN","5","29","150"
"","Frank Vatrano","BOS","C","24","1994-03-14","East Longmeadow","MA","USA","USA","69","201","-","-","-","-","-"
"","Frans Nielsen","DET","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"","Freddie Hamilton","CGY","C","26","1992-01-01","Toronto","ON","CAN","CAN","73","195","2010","S.J","5","9","129"
"","Frederick Gaudreau","NSH","C","25","1993-05-01","Bromont","QC","CAN","CAN","72","179","-","-","-","-","-"
"","Frederik Gauthier","TOR","C","23","1995-04-26","Laval","QC","CAN","CAN","77","232","2013","TOR","1","21","21"
"","Fredrik Claesson","OTT","D","25","1992-11-24","Stockholm","","SWE","SWE","73","200","2011","OTT","5","5","126"
"","Gabriel Bourque","COL","L","27","1990-09-23","Rimouski","QC","CAN","CAN","70","206","2009","NSH","5","11","132"
"","Gabriel Carlsson","CBJ","D","21","1997-01-02","Orebro","","SWE","SWE","77","192","2015","CBJ","1","29","29"
"","Gabriel Dumont","T.B","C","27","1990-10-06","Ville Degelis","QC","CAN","CAN","70","190","2009","MTL","5","18","139"
"","Gabriel Landeskog","COL","L","25","1992-11-23","Stockholm","","SWE","SWE","73","215","2011","COL","1","2","2"
"","Garnet Hathaway","CGY","R","26","1991-11-23","Kennebunkport","ME","USA","USA","74","208","-","-","-","-","-"
"","Garrett Mitchell","WSH","R","27","1991-09-02","Regina","SK","CAN","CAN","71","198","2009","WSH","6","24","175"
"","Gemel Smith","DAL","C","24","1994-04-16","Toronto","ON","CAN","CAN","70","190","2012","DAL","4","13","104"
"","Greg McKegg","FLA, T.B","C","26","1992-06-17","St. Thomas","ON","CAN","CAN","72","191","2010","TOR","3","2","62"
"","Greg Pateryn","DAL, MTL","D","28","1990-06-20","Sterling Heights","MI","USA","USA","75","224","2008","TOR","5","7","128"
"","Griffen Molino","VAN","C","24","1994-01-21","Trenton","MI","USA","USA","71","171","-","-","-","-","-"
"","Gustav Forsling","CHI","D","22","1996-06-12","Linkoping","","SWE","SWE","72","186","2014","VAN","5","6","126"
"","Gustav Nyquist","DET","C, R","29","1989-09-01","Halmstad","","SWE","SWE","71","184","2008","DET","4","30","121"
"","Gustav Olofsson","MIN","D","23","1994-12-01","Boras","","SWE","SWE","75","196","2013","MIN","2","16","46"
"","Hampus Lindholm","ANA","D","24","1994-01-20","Helsingborg","","SWE","SWE","75","208","2012","ANA","1","6","6"
"","Harry Zolnierczyk","NSH","L","31","1987-09-01","Toronto","ON","CAN","CAN","71","180","-","-","-","-","-"
"","Henrik Sedin","VAN","C","37","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"","Henrik Zetterberg","DET","L","37","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"","Hudson Fasching","BUF","R","23","1995-07-28","Milwaukee","WI","USA","USA","75","204","2013","L.A","4","27","118"
"","Hunter Shinkaruk","CGY","C","23","1994-10-13","Calgary","AB","CAN","CAN","70","181","2013","VAN","1","24","24"
"","Ian Cole","PIT","D","29","1989-02-21","Ann Arbor","MI","USA","USA","73","219","2007","STL","1","18","18"
"","Ian McCoshen","FLA","D","23","1995-08-05","Anaheim","CA","USA","USA","75","217","2013","FLA","2","1","31"
"","Iiro Pakarinen","EDM","R","27","1991-08-25","Loviisa","","FIN","FIN","73","212","2011","FLA","7","3","184"
"","Ivan Barbashev","STL","C","22","1995-12-14","Moscow","","RUS","RUS","72","187","2014","STL","2","3","33"
"","Ivan Provorov","PHI","D","21","1997-01-13","Yaroslavl","","RUS","RUS","73","201","2015","PHI","1","7","7"
"","J.T. Brown","T.B","R","28","1990-07-02","Burnsville","MN","USA","USA","70","169","-","-","-","-","-"
"","J.T. Compher","COL","L","23","1995-04-08","Northbrook","IL","USA","USA","72","193","2013","BUF","2","5","35"
"","J.T. Miller","NYR","C, L","25","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"","Jaccob Slavin","CAR","D","24","1994-05-01","Denver","CO","USA","USA","75","205","2012","CAR","4","29","120"
"","Jack Eichel","BUF","C","21","1996-10-28","North Chelmsford","MA","USA","USA","74","206","2015","BUF","1","2","2"
"","Jack Johnson","CBJ","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"","Jack Roslovic","WPG","C","21","1997-01-29","Columbus","OH","USA","USA","73","187","2015","WPG","1","25","25"
"","Jack Skille","VAN","R","31","1987-05-19","Madison","WI","USA","USA","73","216","2005","CHI","1","7","7"
"","Jacob De La Rose","MTL","L","23","1995-05-20","Arvika","","SWE","SWE","75","210","2013","MTL","2","4","34"
"","Jacob Josefson","N.J","C","27","1991-03-02","Stockholm","","SWE","SWE","72","196","2009","N.J","1","20","20"
"","Jacob Larsson","ANA","D","21","1997-04-29","Ljungby","","SWE","SWE","74","195","2015","ANA","1","27","27"
"","Jacob Trouba","WPG","D","24","1994-02-26","Rochester","MI","USA","USA","75","202","2012","WPG","1","9","9"
"","Jaden Schwartz","STL","C, L","26","1992-06-25","Wilcox","SK","CAN","CAN","70","190","2010","STL","1","14","14"
"","Jake Dotchin","T.B","D","24","1994-03-24","Cambridge","ON","CAN","CAN","75","210","2012","T.B","6","10","161"
"","Jake Gardiner","TOR","D","28","1990-07-04","Minnetonka","MN","USA","USA","74","200","2008","ANA","1","17","17"
"","Jake Guentzel","PIT","C","23","1994-10-06","Omaha","NE","USA","USA","71","180","2013","PIT","3","16","77"
"","Jake McCabe","BUF","D","24","1993-10-12","Eau Claire","WI","USA","USA","73","210","2012","BUF","2","14","44"
"","Jake Muzzin","L.A","D","29","1989-02-21","Woodstock","ON","CAN","CAN","75","213","2007","PIT","5","20","141"
"","Jake Virtanen","VAN","R","22","1996-08-17","New Westminster","BC","CAN","CAN","73","229","2014","VAN","1","6","6"
"","Jakob Chychrun","ARI","D","20","1998-03-31","Boca Raton","FL","USA","USA","74","210","2016","ARI","1","16","16"
"","Jakob Forsbacka Karlsson","BOS","C","21","1996-10-31","Stockholm","","SWE","SWE","73","184","2015","BOS","2","15","45"
"","Jakob Silfverberg","ANA","R","27","1990-10-13","Gävle","","SWE","SWE","74","202","2009","OTT","2","9","39"
"","Jakub Kindl","FLA","D","31","1987-02-10","Sumperk","","CZE","CZE","75","199","2005","DET","1","19","19"
"","Jakub Nakladal","CAR","D","30","1987-12-30","Hradec Králové","","CZE","CZE","74","212","-","-","-","-","-"
"","Jakub Voracek","PHI","R","29","1989-08-15","Kladno","","CZE","CZE","74","214","2007","CBJ","1","7","7"
"","Jakub Vrana","WSH","L","22","1996-02-28","Prague","","CZE","CZE","72","197","2014","WSH","1","13","13"
"","James Neal","NSH","L, R","31","1987-09-03","Whitby","ON","CAN","CAN","74","221","2005","DAL","2","3","33"
"","James van Riemsdyk","TOR","L","29","1989-05-04","Middletown","NJ","USA","USA","75","217","2007","PHI","1","2","2"
"","Jamie Benn","DAL","L","29","1989-07-18","Victoria","BC","CAN","CAN","74","209","2007","DAL","5","8","129"
"","Jamie McBain","ARI","D","30","1988-02-25","Edina","MN","USA","USA","73","180","2006","CAR","2","33","63"
"","Jamie McGinn","ARI","L","30","1988-08-05","Fergus","ON","CAN","CAN","73","205","2006","S.J","2","6","36"
"","Jamie Oleksiak","DAL","D","25","1992-12-21","Toronto","ON","CAN","CAN","79","255","2011","DAL","1","14","14"
"","Jannik Hansen","S.J, VAN","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"","Jared Boll","ANA","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"","Jared McCann","FLA","C","22","1996-05-31","Stratford","ON","CAN","CAN","73","198","2014","VAN","1","24","24"
"","Jared Spurgeon","MIN","D","28","1989-11-29","Edmonton","AB","CAN","CAN","69","168","2008","NYI","6","5","156"
"","Jarome Iginla","COL, L.A","R","41","1977-07-01","Edmonton","AB","CAN","CAN","73","210","1995","DAL","1","11","11"
"","Jaromir Jagr","FLA","R","46","1972-02-15","Kladno","","CZE","CZE","75","230","1990","PIT","1","5","5"
"","Jason Chimera","NYI","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"","Jason Demers","FLA","D","30","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"","Jason Dickinson","DAL","C","23","1995-07-04","Georgetown","ON","CAN","CAN","74","205","2013","DAL","1","29","29"
"","Jason Garrison","T.B","D","33","1984-11-13","White Rock","BC","CAN","CAN","73","218","-","-","-","-","-"
"","Jason Pominville","MIN","R","35","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"","Jason Spezza","DAL","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","214","2001","OTT","1","2","2"
"","Jason Zucker","MIN","L","26","1992-01-16","Newport Beach","CA","USA","USA","71","187","2010","MIN","2","29","59"
"","Jay Beagle","WSH","C","32","1985-10-16","Calgary","AB","CAN","CAN","75","218","-","-","-","-","-"
"","Jay Bouwmeester","STL","D","34","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"","Jay McClement","CAR","C","35","1983-03-02","Kingston","ON","CAN","CAN","73","205","2001","STL","2","27","57"
"","Jaycob Megna","ANA","D","25","1992-12-10","Plantation","FL","USA","USA","78","219","2012","ANA","7","29","210"
"","Jayson Megna","VAN","C","28","1990-02-01","Fort Lauderdale","FL","USA","USA","73","195","-","-","-","-","-"
"","Jean-Gabriel Pageau","OTT","C","25","1992-11-11","Ottawa","ON","CAN","CAN","70","180","2011","OTT","4","5","96"
"","Jean-Sebastien Dea","PIT","C","24","1994-02-08","Laval","QC","CAN","CAN","71","175","-","-","-","-","-"
"","Jeff Carter","L.A","C","33","1985-01-01","London","ON","CAN","CAN","75","217","2003","PHI","1","11","11"
"","Jeff Petry","MTL","D","30","1987-12-09","Ann Arbor","MI","USA","USA","75","208","2006","EDM","2","15","45"
"","Jeff Skinner","CAR","C, L","26","1992-05-16","Toronto","ON","CAN","CAN","71","200","2010","CAR","1","7","7"
"","Jesper Fast","NYR","R","26","1991-12-02","Nassjo","","SWE","SWE","72","191","2010","NYR","6","7","157"
"","Jesse Puljujarvi","EDM","R","20","1998-05-07","Alvkarleby","","SWE","FIN","76","211","2016","EDM","1","4","4"
"","Jimmy Hayes","BOS","R","28","1989-11-21","Dorchester","MA","USA","USA","77","215","2008","TOR","2","30","60"
"","Jimmy Vesey","NYR","L","25","1993-05-26","Boston","MA","USA","USA","75","206","2012","NSH","3","5","66"
"","Jiri Hudler","DAL","R","34","1984-01-04","Olomouc","","CZE","CZE","70","190","2002","DET","2","28","58"
"","Joakim Nordstrom","CAR","C, L","26","1992-02-25","Stockholm","","SWE","SWE","73","189","2010","CHI","3","30","90"
"","Joe Colborne","COL","C","28","1990-01-30","Calgary","AB","CAN","CAN","77","221","2008","BOS","1","16","16"
"","Joe Morrow","BOS","D","25","1992-12-09","Edmonton","AB","CAN","CAN","72","196","2011","PIT","1","23","23"
"","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","195","2003","S.J","7","8","205"
"","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"","Joel Armia","WPG","R","25","1993-05-31","Pori","","FIN","FIN","75","205","2011","BUF","1","16","16"
"","Joel Edmundson","STL","D","25","1993-06-28","Brandon","MB","CAN","CAN","76","215","2011","STL","2","16","46"
"","Joel Eriksson Ek","MIN","C","21","1997-01-29","Karlstad","","SWE","SWE","73","206","2015","MIN","1","20","20"
"","Joel Hanley","MTL","D","27","1991-06-08","Keswick","ON","CAN","CAN","71","191","-","-","-","-","-"
"","Joel Vermin","T.B","R","26","1992-02-05","Bern","","CHE","CHE","71","192","2013","T.B","7","5","186"
"","Joel Ward","S.J","R","37","1980-12-02","North York","ON","CAN","CAN","73","225","-","-","-","-","-"
"","Johan Larsson","BUF","C, L","26","1992-07-25","Lau","","SWE","SWE","71","198","2010","MIN","2","26","56"
"","John Carlson","WSH","D","28","1990-01-10","Natick","MA","USA","USA","75","218","2008","WSH","1","27","27"
"","John Hayden","CHI","L","23","1995-02-14","Chicago","IL","USA","USA","75","223","2013","CHI","3","13","74"
"","John Klingberg","DAL","D","26","1992-08-14","Gothenburg","","SWE","SWE","74","177","2010","DAL","5","11","131"
"","John Mitchell","COL","C","33","1985-01-22","Oakville","ON","CAN","CAN","73","204","2003","TOR","5","22","158"
"","John Moore","N.J","D","27","1990-11-19","Winnetka","IL","USA","USA","74","210","2009","CBJ","1","21","21"
"","John Quenneville","N.J","C","22","1996-04-16","Edmonton","AB","CAN","CAN","73","195","2014","N.J","1","30","30"
"","John Tavares","NYI","C","27","1990-09-20","Mississauga","ON","CAN","CAN","73","208","2009","NYI","1","1","1"
"","John-Michael Liles","BOS","D","37","1980-11-25","Indianapolis","IN","USA","USA","70","185","2000","COL","5","29","159"
"","Johnny Boychuk","NYI","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"","Johnny Gaudreau","CGY","L","25","1993-08-13","Salem","NJ","USA","USA","69","157","2011","CGY","4","13","104"
"","Johnny Oduya","CHI, DAL","D","36","1981-10-01","Stockholm","","SWE","SWE","72","195","2001","WSH","7","25","221"
"","Jon Merrill","N.J","D","26","1992-02-03","Oklahoma City","OK","USA","USA","75","205","2010","N.J","2","8","38"
"","Jonas Brodin","MIN","D","25","1993-07-12","Karlstad","","SWE","SWE","73","194","2011","MIN","1","10","10"
"","Jonathan Drouin","T.B","L","23","1995-03-28","Ste-Agathe","QC","CAN","CAN","72","203","2013","T.B","1","3","3"
"","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"","Jonathan Huberdeau","FLA","C, L","25","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","188","2011","FLA","1","3","3"
"","Jonathan Marchessault","FLA","C","27","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","174","-","-","-","-","-"
"","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"","Jonny Brodzinski","L.A","C","25","1993-06-19","Ham Lake","MN","USA","USA","73","217","2013","L.A","5","27","148"
"","Joonas Donskoi","S.J","R","26","1992-04-13","Raahe","","FIN","FIN","72","190","2010","FLA","4","9","99"
"","Jordan Eberle","EDM","C, R","28","1990-05-15","Regina","SK","CAN","CAN","71","187","2008","EDM","1","22","22"
"","Jordan Martinook","ARI","L","26","1992-07-25","Brandon","MB","CAN","CAN","72","204","2012","PHX","2","28","58"
"","Jordan Nolan","L.A","C","29","1989-06-23","Garden River, First Nations","ON","CAN","CAN","75","219","2009","L.A","7","5","186"
"","Jordan Oesterle","EDM","D","26","1992-06-25","Dearborn Heights","MI","USA","USA","72","182","-","-","-","-","-"
"","Jordan Schmaltz","STL","D","24","1993-10-08","Madison","WI","USA","USA","74","190","2012","STL","1","25","25"
"","Jordan Schroeder","MIN","C","27","1990-09-29","Lakeville","MN","USA","USA","69","170","2009","VAN","1","22","22"
"","Jordan Staal","CAR","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"","Jordan Weal","PHI","C","26","1992-04-15","North Vancouver","BC","CAN","CAN","70","179","2010","L.A","3","10","70"
"","Jordie Benn","DAL, MTL","D","31","1987-07-26","Victoria","BC","CAN","CAN","74","198","-","-","-","-","-"
"","Jordin Tootoo","CHI","R","35","1983-02-02","Churchill","MB","CAN","CAN","69","195","2001","NSH","4","2","98"
"","Jori Lehtera","STL","C","30","1987-12-23","Helsinki","","FIN","FIN","74","212","2008","STL","3","4","65"
"","Joseph Blandisi","N.J","L","24","1994-07-18","Markham","ON","CAN","CAN","72","182","2012","COL","6","11","162"
"","Joseph Cramarossa","ANA, VAN","C","25","1992-10-26","Toronto","ON","CAN","CAN","72","192","2011","ANA","3","4","65"
"","Joseph LaBate","VAN","C","25","1993-04-16","Burnsville","MN","USA","USA","77","210","2011","VAN","4","10","101"
"","Josh Anderson","CBJ","R","24","1994-05-07","Burlington","ON","CAN","CAN","75","221","2012","CBJ","4","4","95"
"","Josh Archibald","PIT","R","25","1992-10-06","Regina","SK","CAN","CAN","70","176","2011","PIT","6","23","174"
"","Josh Bailey","NYI","C, R","28","1989-10-02","Bowmanville","ON","CAN","CAN","73","203","2008","NYI","1","9","9"
"","Josh Gorges","BUF","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"","Josh Jooris","ARI, NYR","R","28","1990-07-14","Burlington","ON","CAN","CAN","73","197","-","-","-","-","-"
"","Josh Leivo","TOR","L","25","1993-05-26","Innisfil","ON","CAN","CAN","74","210","2011","TOR","3","25","86"
"","Josh Manson","ANA","D","26","1991-10-07","Hinsdale","IL","USA","CAN","75","213","2011","ANA","6","9","160"
"","Josh Morrissey","WPG","D","23","1995-03-28","Calgary","AB","CAN","CAN","72","195","2013","WPG","1","13","13"
"","Joshua Ho-Sang","NYI","C, R","22","1996-01-22","Toronto","ON","CAN","CAN","72","173","2014","NYI","1","28","28"
"","Jujhar Khaira","EDM","L","24","1994-08-13","Surrey","BC","CAN","CAN","76","214","2012","EDM","3","2","63"
"","Julian Melchiori","WPG","D","26","1991-12-06","Richmond Hill","ON","CAN","CAN","77","214","2010","ATL","3","27","87"
"","Julius Honka","DAL","D","22","1995-12-03","Jyväskylä","","FIN","FIN","71","186","2014","DAL","1","14","14"
"","Jussi Jokinen","FLA","L","35","1983-04-01","Kalajoki","","FIN","FIN","72","191","2001","DAL","6","27","192"
"","Justin Abdelkader","DET","L","31","1987-02-25","Muskegon","MI","USA","USA","74","214","2005","DET","2","12","42"
"","Justin Bailey","BUF","R","23","1995-07-01","Buffalo","NY","USA","USA","76","214","2013","BUF","2","22","52"
"","Justin Braun","S.J","D","31","1987-02-10","Minneapolis","MN","USA","USA","74","205","2007","S.J","7","20","201"
"","Justin Dowling","DAL","C","27","1990-10-01","Calgary","AB","CAN","CAN","70","185","-","-","-","-","-"
"","Justin Falk","BUF","D","29","1988-10-11","Snowflake","MB","CAN","CAN","77","223","2007","MIN","4","19","110"
"","Justin Faulk","CAR","D","26","1992-03-20","South St.Paul","MN","USA","USA","72","215","2010","CAR","2","7","37"
"","Justin Schultz","PIT","D","28","1990-07-06","Kelowna","BC","CAN","CAN","74","193","2008","ANA","2","13","43"
"","Justin Williams","WSH","R","36","1981-10-04","Cobourg","ON","CAN","CAN","73","188","2000","PHI","1","28","28"
"","Jyrki Jokipakka","CGY, OTT","D","27","1991-08-20","Tampere","","FIN","FIN","75","215","2011","DAL","7","14","195"
"","Kalle Kossila","ANA","L","25","1993-04-14","Kauniainen","","FIN","FIN","70","185","-","-","-","-","-"
"","Karl Alzner","WSH","D","29","1988-09-24","Burnaby","BC","CAN","CAN","75","217","2007","WSH","1","5","5"
"","Karl Stollery","N.J","D","30","1987-11-21","Camrose","AB","CAN","CAN","71","180","-","-","-","-","-"
"","Kasperi Kapanen","TOR","R","22","1996-07-23","Kuopio","","FIN","FIN","73","187","2014","PIT","1","22","22"
"","Keith Yandle","FLA","D","32","1986-09-09","Boston","MA","USA","USA","73","196","2005","PHX","4","14","105"
"","Kenny Agostino","STL","L","26","1992-04-30","Morristown","NJ","USA","USA","72","202","2010","PIT","5","20","140"
"","Kevan Miller","BOS","D","30","1987-11-15","Los Angeles","CA","USA","USA","74","210","-","-","-","-","-"
"","Kevin Bieksa","ANA","D","37","1981-06-16","Grimsby","ON","CAN","CAN","73","197","2001","VAN","5","20","151"
"","Kevin Connauton","ARI","D","28","1990-02-23","Edmonton","AB","CAN","CAN","74","205","2009","VAN","3","22","83"
"","Kevin Fiala","NSH","L","22","1996-07-22","St. Gallen","","CHE","CHE","70","193","2014","NSH","1","11","11"
